,symbol,metric,value
4082,JNPR,Bid,35.39 x 800
4083,JNPR,Ask,35.39 x 1000
4084,JNPR,Day's Range,35.16 - 35.40 
4085,JNPR,52 Week Range,24.87 - 38.04 
4086,JNPR,Volume,"412,662 "
4087,JNPR,Avg. Volume,"3,062,069 "
4088,JNPR,Market Cap (intraday),11.492B 
4089,JNPR,Beta (5Y Monthly),0.95
4090,JNPR,PE Ratio (TTM),51.25 
4091,JNPR,EPS (TTM),0.69 
4092,JNPR,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
4093,JNPR,Forward Dividend & Yield,0.88 (2.48%)
4094,JNPR,Ex-Dividend Date,"Jun 3, 2024"
4095,JNPR,1y Target Est,39.91 
4096,K,Previous Close,59.09 
4097,K,Open,58.90 
4098,K,Bid,59.31 x 800
4099,K,Ask,59.31 x 900
4100,K,Day's Range,58.55 - 59.36 
4101,K,52 Week Range,47.63 - 64.50 
4102,K,Volume,"405,831 "
4103,K,Avg. Volume,"3,128,712 "
4104,K,Market Cap (intraday),20.27B 
4105,K,Beta (5Y Monthly),0.36
4106,K,PE Ratio (TTM),25.12 
4107,K,EPS (TTM),2.36 
4108,K,Earnings Date,"Aug 1, 2024"
4109,K,Forward Dividend & Yield,2.24 (3.79%)
4110,K,Ex-Dividend Date,"Jun 3, 2024"
4111,K,1y Target Est,62.22 
4112,KVUE,Previous Close,18.39 
4113,KVUE,Open,18.28 
4114,KVUE,Bid,--
4115,KVUE,Ask,--
4116,KVUE,Day's Range,18.08 - 18.41 
4117,KVUE,52 Week Range,17.82 - 26.74 
4118,KVUE,Volume,"15,929,889 "
4119,KVUE,Avg. Volume,"20,456,106 "
4120,KVUE,Market Cap (intraday),35.022B 
4121,KVUE,Beta (5Y Monthly),--
4122,KVUE,PE Ratio (TTM),23.45 
4123,KVUE,EPS (TTM),0.78 
4124,KVUE,Earnings Date,--
4125,KVUE,Forward Dividend & Yield,0.80 (4.37%)
4126,KVUE,Ex-Dividend Date,"May 7, 2024"
4127,KVUE,1y Target Est,22.25 
4128,KDP,Previous Close,34.51 
4129,KDP,Open,34.44 
4130,KDP,Bid,34.62 x 1500
4131,KDP,Ask,34.65 x 1600
4132,KDP,Day's Range,34.41 - 34.85 
4133,KDP,52 Week Range,27.66 - 35.00 
4134,KDP,Volume,"5,321,418 "
4135,KDP,Avg. Volume,"8,953,001 "
4136,KDP,Market Cap (intraday),46.943B 
4137,KDP,Beta (5Y Monthly),0.62
4138,KDP,PE Ratio (TTM),22.34 
4139,KDP,EPS (TTM),1.55 
4140,KDP,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
4141,KDP,Forward Dividend & Yield,0.86 (2.48%)
4142,KDP,Ex-Dividend Date,"Jun 28, 2024"
4143,KDP,1y Target Est,36.78 
4144,KEY,Previous Close,14.19 
4145,KEY,Open,13.89 
4146,KEY,Bid,13.82 x 4000
4147,KEY,Ask,13.84 x 900
4148,KEY,Day's Range,13.66 - 14.03 
4149,KEY,52 Week Range,9.10 - 15.86 
4150,KEY,Volume,"5,648,258 "
4151,KEY,Avg. Volume,"12,628,622 "
4152,KEY,Market Cap (intraday),13.026B 
4153,KEY,Beta (5Y Monthly),1.28
4154,KEY,PE Ratio (TTM),17.71 
4155,KEY,EPS (TTM),0.78 
4156,KEY,Earnings Date,"Jul 18, 2024"
4157,KEY,Forward Dividend & Yield,0.82 (5.78%)
4158,KEY,Ex-Dividend Date,"May 28, 2024"
4159,KEY,1y Target Est,16.49 
4160,KEYS,Previous Close,136.00 
4161,KEYS,Open,136.00 
4162,KEYS,Bid,125.70 x 900
4163,KEYS,Ask,151.00 x 1000
4164,KEYS,Day's Range,135.45 - 135.46 
4165,KEYS,52 Week Range,118.57 - 172.72 
4166,KEYS,Volume,"9,583 "
4167,KEYS,Avg. Volume,"1,241,317 "
4168,KEYS,Market Cap (intraday),23.641B 
4169,KEYS,Beta (5Y Monthly),1.00
4170,KEYS,PE Ratio (TTM),29.45 
4171,KEYS,EPS (TTM),4.60 
4172,KEYS,Earnings Date,"Aug 15, 2024 - Aug 19, 2024"
4173,KEYS,Forward Dividend & Yield,--
4174,KEYS,Ex-Dividend Date,--
4175,KEYS,1y Target Est,165.82 
4176,KMB,Previous Close,135.47 
4177,KMB,Open,135.29 
4178,KMB,Bid,134.82 x 1100
4179,KMB,Ask,134.90 x 800
4180,KMB,Day's Range,134.58 - 135.29 
4181,KMB,52 Week Range,116.32 - 139.75 
4182,KMB,Volume,"172,454 "
4183,KMB,Avg. Volume,"2,239,379 "
4184,KMB,Market Cap (intraday),45.479B 
4185,KMB,Beta (5Y Monthly),0.39
4186,KMB,PE Ratio (TTM),24.78 
4187,KMB,EPS (TTM),5.45 
4188,KMB,Earnings Date,"Jul 23, 2024 - Jul 29, 2024"
4189,KMB,Forward Dividend & Yield,4.88 (3.60%)
4190,KMB,Ex-Dividend Date,"Jun 7, 2024"
4191,KMB,1y Target Est,141.63 
4192,KIM,Previous Close,18.54 
4193,KIM,Open,18.40 
4194,KIM,Bid,18.45 x 1400
4195,KIM,Ask,18.46 x 1200
4196,KIM,Day's Range,18.33 - 18.52 
4197,KIM,52 Week Range,16.34 - 22.84 
4198,KIM,Volume,"498,787 "
4199,KIM,Avg. Volume,"4,416,690 "
4200,KIM,Market Cap (intraday),12.431B 
4201,KIM,Beta (5Y Monthly),1.49
4202,KIM,PE Ratio (TTM),34.79 
4203,KIM,EPS (TTM),0.53 
4204,KIM,Earnings Date,--
4205,KIM,Forward Dividend & Yield,0.96 (5.18%)
4206,KIM,Ex-Dividend Date,"Jun 6, 2024"
4207,KIM,1y Target Est,22.06 
4208,KMI,Previous Close,19.62 
4209,KMI,Open,19.64 
4210,KMI,Bid,19.25 x 3000
4211,KMI,Ask,--
4212,KMI,Day's Range,19.62 - 19.88 
4213,KMI,52 Week Range,15.89 - 19.93 
4214,KMI,Volume,"10,778,244 "
4215,KMI,Avg. Volume,"13,224,730 "
4216,KMI,Market Cap (intraday),43.944B 
4217,KMI,Beta (5Y Monthly),0.92
4218,KMI,PE Ratio (TTM),18.17 
4219,KMI,EPS (TTM),1.09 
4220,KMI,Earnings Date,"Jul 17, 2024 - Jul 22, 2024"
4221,KMI,Forward Dividend & Yield,1.15 (5.81%)
4222,KMI,Ex-Dividend Date,"Apr 29, 2024"
4223,KMI,1y Target Est,20.81 
4224,KKR,Previous Close,97.99 
4225,KKR,Open,105.10 
4226,KKR,Bid,--
4227,KKR,Ask,109.05 x 1100
4228,KKR,Day's Range,104.00 - 110.72 
4229,KKR,52 Week Range,52.95 - 110.72 
4230,KKR,Volume,"20,270,066 "
4231,KKR,Avg. Volume,"3,742,523 "
4232,KKR,Market Cap (intraday),100.449B 
4233,KKR,Beta (5Y Monthly),1.63
4234,KKR,PE Ratio (TTM),24.37 
4235,KKR,EPS (TTM),4.47 
4236,KKR,Earnings Date,"Aug 5, 2024 - Aug 9, 2024"
4237,KKR,Forward Dividend & Yield,0.70 (0.64%)
4238,KKR,Ex-Dividend Date,"May 10, 2024"
4239,KKR,1y Target Est,119.25 
4240,KLAC,Previous Close,768.97 
4241,KLAC,Open,761.10 
4242,KLAC,Bid,793.00 x 200
4243,KLAC,Ask,796.37 x 200
4244,KLAC,Day's Range,761.10 - 795.23 
4245,KLAC,52 Week Range,440.15 - 795.23 
4246,KLAC,Volume,"398,366 "
4247,KLAC,Avg. Volume,"846,206 "
4248,KLAC,Market Cap (intraday),107.017B 
4249,KLAC,Beta (5Y Monthly),1.27
4250,KLAC,PE Ratio (TTM),41.68 
4251,KLAC,EPS (TTM),19.07 
4252,KLAC,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
4253,KLAC,Forward Dividend & Yield,5.80 (0.75%)
4254,KLAC,Ex-Dividend Date,"May 14, 2024"
4255,KLAC,1y Target Est,781.26 
4256,KHC,Previous Close,33.55 
4257,KHC,Open,33.39 
4258,KHC,Bid,33.51 x 400
4259,KHC,Ask,33.56 x 400
4260,KHC,Day's Range,33.21 - 33.71 
4261,KHC,52 Week Range,30.68 - 38.96 
4262,KHC,Volume,"1,102,164 "
4263,KHC,Avg. Volume,"7,702,476 "
4264,KHC,Market Cap (intraday),40.715B 
4265,KHC,Beta (5Y Monthly),0.56
4266,KHC,PE Ratio (TTM),14.64 
4267,KHC,EPS (TTM),2.29 
4268,KHC,Earnings Date,"Jul 31, 2024 - Aug 5, 2024"
4269,KHC,Forward Dividend & Yield,1.60 (4.77%)
4270,KHC,Ex-Dividend Date,"Jun 6, 2024"
4271,KHC,1y Target Est,36.63 
4272,KR,Previous Close,51.95 
4273,KR,Open,51.89 
4274,KR,Bid,51.51 x 900
4275,KR,Ask,51.95 x 900
4276,KR,Day's Range,51.67 - 52.08 
4277,KR,52 Week Range,42.10 - 58.34 
4278,KR,Volume,"3,005,687 "
4279,KR,Avg. Volume,"4,903,176 "
4280,KR,Market Cap (intraday),37.82B 
4281,KR,Beta (5Y Monthly),0.42
4282,KR,PE Ratio (TTM),17.56 
4283,KR,EPS (TTM),2.96 
4284,KR,Earnings Date,"Jun 13, 2024 - Jun 17, 2024"
4285,KR,Forward Dividend & Yield,1.16 (2.23%)
4286,KR,Ex-Dividend Date,"May 14, 2024"
4287,KR,1y Target Est,58.30 
4288,LHX,Previous Close,221.42 
4289,LHX,Open,220.26 
4290,LHX,Bid,220.27 x 900
4291,LHX,Ask,220.38 x 800
4292,LHX,Day's Range,218.85 - 220.80 
4293,LHX,52 Week Range,160.25 - 226.99 
4294,LHX,Volume,"120,701 "
4295,LHX,Avg. Volume,"990,690 "
4296,LHX,Market Cap (intraday),41.779B 
4297,LHX,Beta (5Y Monthly),0.71
4298,LHX,PE Ratio (TTM),35.76 
4299,LHX,EPS (TTM),6.16 
4300,LHX,Earnings Date,"Jul 24, 2024 - Jul 29, 2024"
4301,LHX,Forward Dividend & Yield,4.64 (2.10%)
4302,LHX,Ex-Dividend Date,"Jun 4, 2024"
4303,LHX,1y Target Est,248.45 
4304,LH,Previous Close,196.60 
4305,LH,Open,196.10 
4306,LH,Bid,195.90 x 1100
4307,LH,Ask,196.08 x 1000
4308,LH,Day's Range,192.50 - 196.37 
4309,LH,52 Week Range,186.63 - 234.09 
4310,LH,Volume,"423,548 "
4311,LH,Avg. Volume,"765,890 "
4312,LH,Market Cap (intraday),16.521B 
4313,LH,Beta (5Y Monthly),1.03
4314,LH,PE Ratio (TTM),41.88 
4315,LH,EPS (TTM),4.68 
4316,LH,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
4317,LH,Forward Dividend & Yield,2.88 (1.46%)
4318,LH,Ex-Dividend Date,"May 28, 2024"
4319,LH,1y Target Est,239.14 
4320,LRCX,Previous Close,"1,003.07 "
4321,LRCX,Open,999.04 
4322,LRCX,Bid,946.94 x 100
4323,LRCX,Ask,"1,031.40 x 100"
4324,LRCX,Day's Range,"979.54 - 1,000.22 "
4325,LRCX,52 Week Range,"574.42 - 1,008.50 "
4326,LRCX,Volume,"160,224 "
4327,LRCX,Avg. Volume,"950,361 "
4328,LRCX,Market Cap (intraday),130.157B 
4329,LRCX,Beta (5Y Monthly),1.47
4330,LRCX,PE Ratio (TTM),36.63 
4331,LRCX,EPS (TTM),27.18 
4332,LRCX,Earnings Date,"Jul 24, 2024 - Jul 29, 2024"
4333,LRCX,Forward Dividend & Yield,8.00 (0.80%)
4334,LRCX,Ex-Dividend Date,"Jun 18, 2024"
4335,LRCX,1y Target Est,"1,007.84 "
4336,LVS,Previous Close,43.66 
4337,LVS,Open,43.00 
4338,LVS,Bid,45.10 x 800
4339,LVS,Ask,45.11 x 800
4340,LVS,Day's Range,42.99 - 45.90 
4341,LVS,52 Week Range,42.99 - 61.25 
4342,LVS,Volume,"7,456,948 "
4343,LVS,Avg. Volume,"5,026,544 "
4344,LVS,Market Cap (intraday),33.572B 
4345,LVS,Beta (5Y Monthly),1.13
4346,LVS,PE Ratio (TTM),21.77 
4347,LVS,EPS (TTM),2.07 
4348,LVS,Earnings Date,"Jul 17, 2024 - Jul 22, 2024"
4349,LVS,Forward Dividend & Yield,0.80 (1.83%)
4350,LVS,Ex-Dividend Date,"May 6, 2024"
4351,LVS,1y Target Est,62.34 
4352,LDOS,Previous Close,144.72 
4353,LDOS,Open,144.34 
4354,LDOS,Bid,143.27 x 900
4355,LDOS,Ask,143.37 x 1000
4356,LDOS,Day's Range,143.11 - 144.29 
4357,LDOS,52 Week Range,82.58 - 151.32 
4358,LDOS,Volume,"126,909 "
4359,LDOS,Avg. Volume,"927,860 "
4360,LDOS,Market Cap (intraday),19.398B 
4361,LDOS,Beta (5Y Monthly),0.69
4362,LDOS,PE Ratio (TTM),61.31 
4363,LDOS,EPS (TTM),2.34 
4364,LDOS,Earnings Date,"Jul 30, 2024 - Aug 5, 2024"
4365,LDOS,Forward Dividend & Yield,1.52 (1.05%)
4366,LDOS,Ex-Dividend Date,"Jun 14, 2024"
4367,LDOS,1y Target Est,161.69 
4368,LEN,Previous Close,160.35 
4369,LEN,Open,160.49 
4370,LEN,Bid,--
4371,LEN,Ask,--
4372,LEN,Day's Range,159.07 - 161.30 
4373,LEN,52 Week Range,102.90 - 172.59 
4374,LEN,Volume,"1,606,582 "
4375,LEN,Avg. Volume,"2,009,979 "
4376,LEN,Market Cap (intraday),44.223B 
4377,LEN,Beta (5Y Monthly),1.55
4378,LEN,PE Ratio (TTM),11.29 
4379,LEN,EPS (TTM),14.24 
4380,LEN,Earnings Date,"Jun 12, 2024 - Jun 17, 2024"
4381,LEN,Forward Dividend & Yield,2.00 (1.24%)
4382,LEN,Ex-Dividend Date,"Apr 23, 2024"
4383,LEN,1y Target Est,180.35 
4384,LIN,Previous Close,433.70 
4385,LIN,Open,432.73 
4386,LIN,Bid,431.88 x 100
4387,LIN,Ask,432.05 x 100
4388,LIN,Day's Range,431.20 - 433.91 
4389,LIN,52 Week Range,358.37 - 477.71 
4390,LIN,Volume,"1,273,343 "
4391,LIN,Avg. Volume,"2,365,071 "
4392,LIN,Market Cap (intraday),207.669B 
4393,LIN,Beta (5Y Monthly),0.96
4394,LIN,PE Ratio (TTM),33.54 
4395,LIN,EPS (TTM),12.88 
4396,LIN,Earnings Date,--
4397,LIN,Forward Dividend & Yield,5.56 (1.28%)
4398,LIN,Ex-Dividend Date,"Jun 4, 2024"
4399,LIN,1y Target Est,469.99 
4400,LYV,Previous Close,92.25 
4401,LYV,Open,91.80 
4402,LYV,Bid,89.02 x 1000
4403,LYV,Ask,94.60 x 900
4404,LYV,Day's Range,89.78 - 92.18 
4405,LYV,52 Week Range,76.48 - 107.24 
4406,LYV,Volume,"2,472,499 "
4407,LYV,Avg. Volume,"2,233,107 "
4408,LYV,Market Cap (intraday),20.953B 
4409,LYV,Beta (5Y Monthly),1.35
4410,LYV,PE Ratio (TTM),83.06 
4411,LYV,EPS (TTM),1.09 
4412,LYV,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
4413,LYV,Forward Dividend & Yield,--
4414,LYV,Ex-Dividend Date,--
4415,LYV,1y Target Est,117.14 
4416,LKQ,Previous Close,42.21 
4417,LKQ,Open,42.09 
4418,LKQ,Bid,41.92 x 300
4419,LKQ,Ask,42.04 x 300
4420,LKQ,Day's Range,41.91 - 42.38 
4421,LKQ,52 Week Range,41.30 - 59.38 
4422,LKQ,Volume,"227,868 "
4423,LKQ,Avg. Volume,"1,737,555 "
4424,LKQ,Market Cap (intraday),11.201B 
4425,LKQ,Beta (5Y Monthly),1.28
4426,LKQ,PE Ratio (TTM),13.54 
4427,LKQ,EPS (TTM),3.10 
4428,LKQ,Earnings Date,"Jul 25, 2024"
4429,LKQ,Forward Dividend & Yield,1.20 (2.84%)
4430,LKQ,Ex-Dividend Date,"May 15, 2024"
4431,LKQ,1y Target Est,60.00 
4432,LMT,Previous Close,467.46 
4433,LMT,Open,465.68 
4434,LMT,Bid,464.55 x 1000
4435,LMT,Ask,464.72 x 900
4436,LMT,Day's Range,462.77 - 466.58 
4437,LMT,52 Week Range,393.77 - 479.50 
4438,LMT,Volume,"185,482 "
4439,LMT,Avg. Volume,"1,033,334 "
4440,LMT,Market Cap (intraday),111.401B 
4441,LMT,Beta (5Y Monthly),0.47
4442,LMT,PE Ratio (TTM),16.98 
4443,LMT,EPS (TTM),27.35 
4444,LMT,Earnings Date,"Jul 16, 2024 - Jul 22, 2024"
4445,LMT,Forward Dividend & Yield,12.60 (2.70%)
4446,LMT,Ex-Dividend Date,"Jun 3, 2024"
4447,LMT,1y Target Est,489.10 
4448,L,Previous Close,75.25 
4449,L,Open,75.00 
4450,L,Bid,75.51 x 800
4451,L,Ask,75.53 x 1200
4452,L,Day's Range,74.72 - 75.60 
4453,L,52 Week Range,57.47 - 78.55 
4454,L,Volume,"478,284 "
4455,L,Avg. Volume,"729,800 "
4456,L,Market Cap (intraday),16.682B 
4457,L,Beta (5Y Monthly),0.85
4458,L,PE Ratio (TTM),11.20 
4459,L,EPS (TTM),6.73 
4460,L,Earnings Date,"Jul 29, 2024 - Aug 2, 2024"
4461,L,Forward Dividend & Yield,0.25 (0.33%)
4462,L,Ex-Dividend Date,"May 29, 2024"
4463,L,1y Target Est,-- 
4464,LOW,Previous Close,218.10 
4465,LOW,Open,217.84 
4466,LOW,Bid,217.65 x 800
4467,LOW,Ask,217.57 x 800
4468,LOW,Day's Range,215.01 - 217.87 
4469,LOW,52 Week Range,181.85 - 262.49 
4470,LOW,Volume,"693,669 "
4471,LOW,Avg. Volume,"2,357,669 "
4472,LOW,Market Cap (intraday),123.796B 
4473,LOW,Beta (5Y Monthly),1.07
4474,LOW,PE Ratio (TTM),17.38 
4475,LOW,EPS (TTM),12.50 
4476,LOW,Earnings Date,"Aug 20, 2024"
4477,LOW,Forward Dividend & Yield,4.60 (2.11%)
4478,LOW,Ex-Dividend Date,"Jul 24, 2024"
4479,LOW,1y Target Est,252.06 
4480,LULU,Previous Close,317.86 
4481,LULU,Open,314.99 
4482,LULU,Bid,318.04 x 100
4483,LULU,Ask,318.40 x 100
4484,LULU,Day's Range,314.01 - 322.03 
4485,LULU,52 Week Range,293.03 - 516.39 
4486,LULU,Volume,"2,120,845 "
4487,LULU,Avg. Volume,"2,752,961 "
4488,LULU,Market Cap (intraday),39.783B 
4489,LULU,Beta (5Y Monthly),1.27
4490,LULU,PE Ratio (TTM),25.50 
4491,LULU,EPS (TTM),12.48 
4492,LULU,Earnings Date,"Aug 29, 2024 - Sep 2, 2024"
4493,LULU,Forward Dividend & Yield,--
4494,LULU,Ex-Dividend Date,--
4495,LULU,1y Target Est,401.92 
4496,LYB,Previous Close,98.08 
4497,LYB,Open,97.79 
4498,LYB,Bid,95.28 x 900
4499,LYB,Ask,95.33 x 800
4500,LYB,Day's Range,94.50 - 97.93 
4501,LYB,52 Week Range,86.65 - 107.02 
4502,LYB,Volume,"1,089,904 "
4503,LYB,Avg. Volume,"1,892,642 "
4504,LYB,Market Cap (intraday),30.996B 
4505,LYB,Beta (5Y Monthly),1.19
4506,LYB,PE Ratio (TTM),14.69 
4507,LYB,EPS (TTM),6.48 
4508,LYB,Earnings Date,"Aug 2, 2024 - Aug 6, 2024"
4509,LYB,Forward Dividend & Yield,5.36 (5.39%)
4510,LYB,Ex-Dividend Date,"Jun 3, 2024"
4511,LYB,1y Target Est,105.54 
4512,MTB,Previous Close,143.85 
4513,MTB,Open,142.29 
4514,MTB,Bid,140.42 x 800
4515,MTB,Ask,140.54 x 800
4516,MTB,Day's Range,139.78 - 141.93 
4517,MTB,52 Week Range,108.53 - 156.65 
4518,MTB,Volume,"266,698 "
4519,MTB,Avg. Volume,"930,203 "
4520,MTB,Market Cap (intraday),23.463B 
4521,MTB,Beta (5Y Monthly),0.77
4522,MTB,PE Ratio (TTM),9.50 
4523,MTB,EPS (TTM),14.80 
4524,MTB,Earnings Date,"Apr 15, 2024"
4525,MTB,Forward Dividend & Yield,5.40 (3.75%)
4526,MTB,Ex-Dividend Date,"Jun 3, 2024"
4527,MTB,1y Target Est,-- 
4528,MRO,Previous Close,28.28 
4529,MRO,Open,28.12 
4530,MRO,Bid,28.28 x 800
4531,MRO,Ask,28.31 x 900
4532,MRO,Day's Range,28.11 - 28.37 
4533,MRO,52 Week Range,21.81 - 30.06 
4534,MRO,Volume,"1,046,433 "
4535,MRO,Avg. Volume,"10,345,976 "
4536,MRO,Market Cap (intraday),15.757B 
4537,MRO,Beta (5Y Monthly),2.18
4538,MRO,PE Ratio (TTM),11.64 
4539,MRO,EPS (TTM),2.42 
4540,MRO,Earnings Date,"Jul 31, 2024 - Aug 5, 2024"
4541,MRO,Forward Dividend & Yield,0.44 (1.56%)
4542,MRO,Ex-Dividend Date,"May 14, 2024"
4543,MRO,1y Target Est,33.76 
4544,MPC,Previous Close,174.34 
4545,MPC,Open,175.00 
4546,MPC,Bid,--
4547,MPC,Ask,--
4548,MPC,Day's Range,171.91 - 173.24 
4549,MPC,52 Week Range,108.88 - 221.11 
4550,MPC,Volume,"44,378 "
4551,MPC,Avg. Volume,"2,582,360 "
4552,MPC,Market Cap (intraday),60.573B 
4553,MPC,Beta (5Y Monthly),1.44
4554,MPC,PE Ratio (TTM),8.55 
4555,MPC,EPS (TTM),20.12 
4556,MPC,Earnings Date,"Jul 30, 2024 - Aug 5, 2024"
4557,MPC,Forward Dividend & Yield,3.30 (1.89%)
4558,MPC,Ex-Dividend Date,"May 15, 2024"
4559,MPC,1y Target Est,213.20 
4560,MAR,Previous Close,232.76 
4561,MAR,Open,231.78 
4562,MAR,Bid,232.02 x 100
4563,MAR,Ask,232.64 x 100
4564,MAR,Day's Range,229.93 - 232.70 
4565,MAR,52 Week Range,170.03 - 260.57 
4566,MAR,Volume,"297,029 "
4567,MAR,Avg. Volume,"1,426,961 "
4568,MAR,Market Cap (intraday),66.404B 
4569,MAR,Beta (5Y Monthly),1.61
4570,MAR,PE Ratio (TTM),24.02 
4571,MAR,EPS (TTM),9.68 
4572,MAR,Earnings Date,"Jul 30, 2024 - Aug 5, 2024"
4573,MAR,Forward Dividend & Yield,2.52 (1.08%)
4574,MAR,Ex-Dividend Date,"May 23, 2024"
4575,MAR,1y Target Est,248.26 
4576,MMC,Previous Close,208.26 
4577,MMC,Open,211.00 
4578,MMC,Bid,--
4579,MMC,Ask,--
4580,MMC,Day's Range,209.44 - 211.00 
4581,MMC,52 Week Range,176.30 - 211.53 
4582,MMC,Volume,"1,639,062 "
4583,MMC,Avg. Volume,"1,591,258 "
4584,MMC,Market Cap (intraday),103.467B 
4585,MMC,Beta (5Y Monthly),0.93
4586,MMC,PE Ratio (TTM),26.68 
4587,MMC,EPS (TTM),7.87 
4588,MMC,Earnings Date,"Jul 18, 2024 - Jul 22, 2024"
4589,MMC,Forward Dividend & Yield,2.84 (1.35%)
4590,MMC,Ex-Dividend Date,"Apr 3, 2024"
4591,MMC,1y Target Est,213.17 
4592,MAS,Previous Close,66.03 
4593,MAS,Open,65.67 
4594,MAS,Bid,66.79 x 800
4595,MAS,Ask,66.82 x 800
4596,MAS,Day's Range,65.66 - 66.99 
4597,MAS,52 Week Range,47.66 - 78.94 
4598,MAS,Volume,"675,382 "
4599,MAS,Avg. Volume,"1,933,820 "
4600,MAS,Market Cap (intraday),14.703B 
4601,MAS,Beta (5Y Monthly),1.27
4602,MAS,PE Ratio (TTM),16.36 
4603,MAS,EPS (TTM),4.08 
4604,MAS,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
4605,MAS,Forward Dividend & Yield,1.16 (1.76%)
4606,MAS,Ex-Dividend Date,"May 23, 2024"
4607,MAS,1y Target Est,80.85 
4608,MA,Previous Close,449.25 
4609,MA,Open,447.84 
4610,MA,Bid,446.79 x 900
4611,MA,Ask,447.05 x 1300
4612,MA,Day's Range,445.11 - 448.42 
4613,MA,52 Week Range,359.77 - 490.00 
4614,MA,Volume,"417,546 "
4615,MA,Avg. Volume,"2,375,561 "
4616,MA,Market Cap (intraday),415.547B 
4617,MA,Beta (5Y Monthly),1.09
4618,MA,PE Ratio (TTM),35.53 
4619,MA,EPS (TTM),12.58 
4620,MA,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
4621,MA,Forward Dividend & Yield,2.64 (0.59%)
4622,MA,Ex-Dividend Date,"Apr 8, 2024"
4623,MA,1y Target Est,475.37 
4624,MTCH,Previous Close,32.70 
4625,MTCH,Open,32.45 
4626,MTCH,Bid,32.00 x 1500
4627,MTCH,Ask,32.03 x 1500
4628,MTCH,Day's Range,31.90 - 32.57 
4629,MTCH,52 Week Range,27.66 - 49.24 
4630,MTCH,Volume,"3,157,530 "
4631,MTCH,Avg. Volume,"5,343,250 "
4632,MTCH,Market Cap (intraday),8.507B 
4633,MTCH,Beta (5Y Monthly),1.50
4634,MTCH,PE Ratio (TTM),14.04 
4635,MTCH,EPS (TTM),2.28 
4636,MTCH,Earnings Date,"Jul 30, 2024 - Aug 5, 2024"
4637,MTCH,Forward Dividend & Yield,--
4638,MTCH,Ex-Dividend Date,"Nov 10, 2015"
4639,MTCH,1y Target Est,37.55 
4640,MKC,Previous Close,68.11 
4641,MKC,Open,67.98 
4642,MKC,Bid,68.28 x 800
4643,MKC,Ask,68.32 x 900
4644,MKC,Day's Range,67.81 - 68.51 
4645,MKC,52 Week Range,59.13 - 94.39 
4646,MKC,Volume,"318,270 "
4647,MKC,Avg. Volume,"1,923,955 "
4648,MKC,Market Cap (intraday),18.304B 
4649,MKC,Beta (5Y Monthly),0.73
4650,MKC,PE Ratio (TTM),26.04 
4651,MKC,EPS (TTM),2.62 
4652,MKC,Earnings Date,"Jun 27, 2024 - Jul 1, 2024"
4653,MKC,Forward Dividend & Yield,1.68 (2.47%)
4654,MKC,Ex-Dividend Date,"Apr 5, 2024"
4655,MKC,1y Target Est,76.65 
4656,MCD,Previous Close,253.81 
4657,MCD,Open,253.01 
4658,MCD,Bid,254.22 x 800
4659,MCD,Ask,254.40 x 1800
4660,MCD,Day's Range,252.10 - 254.69 
4661,MCD,52 Week Range,245.73 - 302.39 
4662,MCD,Volume,"712,752 "
4663,MCD,Avg. Volume,"3,553,544 "
4664,MCD,Market Cap (intraday),183.262B 
4665,MCD,Beta (5Y Monthly),0.71
4666,MCD,PE Ratio (TTM),21.59 
4667,MCD,EPS (TTM),11.78 
4668,MCD,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
4669,MCD,Forward Dividend & Yield,6.68 (2.63%)
4670,MCD,Ex-Dividend Date,"Jun 3, 2024"
4671,MCD,1y Target Est,290.96 
4672,MCK,Previous Close,591.28 
4673,MCK,Open,591.28 
4674,MCK,Bid,585.42 x 900
4675,MCK,Ask,586.76 x 900
4676,MCK,Day's Range,584.47 - 591.27 
4677,MCK,52 Week Range,389.48 - 592.12 
4678,MCK,Volume,"42,842 "
4679,MCK,Avg. Volume,"666,925 "
4680,MCK,Market Cap (intraday),76.364B 
4681,MCK,Beta (5Y Monthly),0.47
4682,MCK,PE Ratio (TTM),26.22 
4683,MCK,EPS (TTM),22.41 
4684,MCK,Earnings Date,"Jul 31, 2024 - Aug 5, 2024"
4685,MCK,Forward Dividend & Yield,2.48 (0.42%)
4686,MCK,Ex-Dividend Date,"Jun 3, 2024"
4687,MCK,1y Target Est,601.50 
4688,MDT,Previous Close,84.07 
4689,MDT,Open,83.72 
4690,MDT,Bid,82.45 x 900
4691,MDT,Ask,83.47 x 1100
4692,MDT,Day's Range,82.61 - 83.95 
4693,MDT,52 Week Range,68.84 - 91.00 
4694,MDT,Volume,"4,906,620 "
4695,MDT,Avg. Volume,"6,354,806 "
4696,MDT,Market Cap (intraday),109.025B 
4697,MDT,Beta (5Y Monthly),0.84
4698,MDT,PE Ratio (TTM),30.12 
4699,MDT,EPS (TTM),2.76 
4700,MDT,Earnings Date,"May 23, 2024"
